====================
Fold 0
REACTOME.9....Transport.of.small.molecules (X-of-N): 0.5839703923369489
X_of_N_10 (X-of-N): 0.5823823042952847
X_of_N_50 (X-of-N): 0.534308050298296
WikiPathways.30....Amino.Acid.metabolism (X-of-N): 0.5233194520426604
X_of_N_36 (X-of-N): 0.5052908176942967
X_of_N_22 (X-of-N): 0.5021431309228725
WikiPathways.21....Electron.Transport.Chain..OXPHOS.system.in.mitochondria. (X-of-N): 0.5003671060505258
X_of_N_51 (X-of-N): 0.465423056753898
SMPDB.44....Disulfiram.Action.Pathway (X-of-N): 0.4148254978293934
X_of_N_49 (X-of-N): 0.41073095758532413
X_of_N_29 (X-of-N): 0.40829347325311094
EHMN.2....TCA.cycle (X-of-N): 0.40675300713698304
X_of_N_28 (X-of-N): 0.40449200719737954
ACSN2.22....ER_STRESS (X-of-N): 0.3840710529604051
WikiPathways.82....Tryptophan.metabolism (X-of-N): 0.36962590673195506
X_of_N_11 (X-of-N): 0.34869889229831535
REACTOME.42....MAPK.family.signaling.cascades (X-of-N): 0.34837932257358517
KEGG.162....Legionellosis (X-of-N): 0.3469859965414795
SMPDB.118....Ethanol.Degradation (X-of-N): 0.33375767682309904
ACSN2.31....DEPENDANCE_RECEPTORS (X-of-N): 0.32543410809754814
X_of_N_31 (X-of-N): 0.31624241571043576
X_of_N_33 (X-of-N): 0.31555239055545853
WikiPathways.3....MAPK.Signaling (X-of-N): 0.3034835929113173
WikiPathways.92....Synaptic.Vesicle (X-of-N): 0.28853105639705845
X_of_N_30 (X-of-N): 0.2852996360931112
X_of_N_48 (X-of-N): 0.27424994561985705
====================
Fold 6
X_of_N_31 (X-of-N): 20.107828907807075
X_of_N_23 (X-of-N): 14.279627651753426
X_of_N_25 (X-of-N): 10.989810183122845
X_of_N_8 (X-of-N): 3.6291703631719394
X_of_N_35 (X-of-N): 3.0742874007844447
REACTOME....Metabolism (X-of-N): 2.0657293253548827
X_of_N_4 (X-of-N): 1.6481334392367273
X_of_N_30 (X-of-N): 1.4477024660430873
X_of_N_12 (X-of-N): 1.2463348845969648
X_of_N_15 (X-of-N): 1.1188896961764283
X_of_N_11 (X-of-N): 1.016998039414513
systems.biology.org.1....beta_cell_v2.3 (X-of-N): 0.9935467333301412
REACTOME.1....Metabolism.of.proteins (X-of-N): 0.9527020499785707
OntoCancro....Expanded.Apoptosis (X-of-N): 0.9081342855211562
X_of_N_33 (X-of-N): 0.8713932184100542
X_of_N_24 (X-of-N): 0.7791108359383198
X_of_N_27 (X-of-N): 0.7084067497853539
KEGG.15....Proteoglycans.in.cancer (X-of-N): 0.6879787568344051
X_of_N_26 (X-of-N): 0.6689126090686933
X_of_N_28 (X-of-N): 0.6584752624654047
REACTOME.235....Ion.homeostasis (X-of-N): 0.5241818014681378
OntoCancro.1....Apoptosis (X-of-N): 0.4986301925104346
REACTOME.54....MAPK1.MAPK3.signaling (X-of-N): 0.49194786399702384
REACTOME.5....RNA.Polymerase.II.Transcription (X-of-N): 0.48676963765396486
X_of_N_19 (X-of-N): 0.4860447470315383
X_of_N_10 (X-of-N): 0.46856295367558287
WikiPathways.21....Electron.Transport.Chain..OXPHOS.system.in.mitochondria. (X-of-N): 0.4640664501782452
X_of_N_14 (X-of-N): 0.458059996772104
REACTOME.14....Transcriptional.Regulation.by.TP53 (X-of-N): 0.4283576376702231
Panther_Pathway.47....TCA_cycle (X-of-N): 0.4253127105517854
X_of_N_34 (X-of-N): 0.37333619942585883
X_of_N_5 (X-of-N): 0.3674605820705522
REACTOME.37....The.citric.acid..TCA..cycle.and.respiratory.electron.transport (X-of-N): 0.3644518767129475
X_of_N_36 (X-of-N): 0.3622705568132284
KEGG.1....Thermogenesis (X-of-N): 0.3432618620581518
KEGG.10....Alzheimer.disease (X-of-N): 0.3373486437966105
IPAVS.9....GSK3beta_regulation_by_signaling (X-of-N): 0.33688710126504956
ACSN2.22....ER_STRESS (X-of-N): 0.3198450575078106
systems.biology.org....Macrophage_Map_Update_ver2_re (X-of-N): 0.2930985686902917
REACTOME.56....RAF.MAP.kinase.cascade (X-of-N): 0.2763607634819556
NetPath.11....IL4 (X-of-N): 0.26268890124794736
X_of_N_3 (X-of-N): 0.2607257255131402
NetPath.10....Prolactin (X-of-N): 0.2565366634864639
REACTOME.10....Cellular.responses.to.external.stimuli (X-of-N): 0.25605194301909634
X_of_N_2 (X-of-N): 0.24981765561167285
KEGG.57....AGE.RAGE.signaling.pathway.in.diabetic.complications (X-of-N): 0.2471304846511082
REACTOME.42....MAPK.family.signaling.cascades (X-of-N): 0.24700096406062416
X_of_N_1 (X-of-N): 0.2359967963315211
Panther_Pathway.8....Parkinson_disease (X-of-N): 0.2323668118754
SMPDB.44....Disulfiram.Action.Pathway (X-of-N): 0.23070371476912552
====================
Fold 7
X_of_N_27 (X-of-N): 34.49022481782295
X_of_N_5 (X-of-N): 12.225658514042436
X_of_N_20 (X-of-N): 9.083391919211733
X_of_N_3 (X-of-N): 3.4811484926296554
X_of_N_17 (X-of-N): 2.477677452036793
X_of_N_4 (X-of-N): 1.9566375002680778
X_of_N_16 (X-of-N): 1.7040280873861486
EHMN.5....Arachidonic.acid.metabolism (X-of-N): 1.087618844215986
X_of_N_2 (X-of-N): 0.9562545378899442
X_of_N_14 (X-of-N): 0.922057239708562
REACTOME.42....MAPK.family.signaling.cascades (X-of-N): 0.8789356568248455
REACTOME.8....Metabolism.of.RNA (X-of-N): 0.8396160089440852
EHMN....Purine.metabolism (X-of-N): 0.7738488196991016
Panther_Pathway.47....TCA_cycle (X-of-N): 0.6685303410590469
X_of_N_22 (X-of-N): 0.616238820765051
IPAVS.3....GP130_JAK_STAT (X-of-N): 0.5660899636992297
WikiPathways.21....Electron.Transport.Chain..OXPHOS.system.in.mitochondria. (X-of-N): 0.545188781261433
SMPDB.112....Acetaminophen.Metabolism.Pathway (X-of-N): 0.5395400740037518
X_of_N_13 (X-of-N): 0.4757939183899351
X_of_N_7 (X-of-N): 0.4327364887836295
WikiPathways.6....Cytoplasmic.Ribosomal.Proteins (X-of-N): 0.42950311493840454
WikiPathways.3....MAPK.Signaling (X-of-N): 0.41868738942461986
SMPDB.44....Disulfiram.Action.Pathway (X-of-N): 0.40100790043095313
REACTOME.24....Eukaryotic.Translation.Initiation (X-of-N): 0.39803259951626024
REACTOME.41....Viral.mRNA.Translation (X-of-N): 0.3891969540389976
KEGG.162....Legionellosis (X-of-N): 0.3848614852123585
X_of_N_31 (X-of-N): 0.382418188981268
X_of_N_18 (X-of-N): 0.3789593847170083
REACTOME....Metabolism (X-of-N): 0.3769793499027971
REACTOME.54....MAPK1.MAPK3.signaling (X-of-N): 0.334944927546816
X_of_N_19 (X-of-N): 0.3269987261045101
X_of_N_21 (X-of-N): 0.2902765816275033
X_of_N_29 (X-of-N): 0.2705361385071349
REACTOME.35....Formation.of.a.pool.of.free.40S.subunits (X-of-N): 0.26682594494251066
REACTOME.12....Metabolism.of.lipids (X-of-N): 0.26122412672844714
X_of_N_26 (X-of-N): 0.24630264935103915
X_of_N_8 (X-of-N): 0.24413061686347381
X_of_N_10 (X-of-N): 0.2364541146666428
WikiPathways.44....Chromosomal.and.microsatellite.instability.in.colorectal.cancer (X-of-N): 0.236385796218208
X_of_N_12 (X-of-N): 0.23113651255218895
X_of_N_1 (X-of-N): 0.22574431958711397
systems.biology.org....Macrophage_Map_Update_ver2_re (X-of-N): 0.2133267799085027
X_of_N_28 (X-of-N): 0.21246780180845692
REACTOME.325....Metabolism.of.cofactors (X-of-N): 0.2004358240563968
X_of_N_24 (X-of-N): 0.18409748324324257
REACTOME.71....Fatty.acid.metabolism (X-of-N): 0.1816608828780619
X_of_N_23 (X-of-N): 0.1808717540532272
REACTOME.235....Ion.homeostasis (X-of-N): 0.17862848309453783
ACSN2.22....ER_STRESS (X-of-N): 0.17356369379275086
X_of_N_6 (X-of-N): 0.16676725171159365
====================
Fold 8
X_of_N_6 (X-of-N): 24.537540940144194
X_of_N_11 (X-of-N): 12.559309469217288
X_of_N_25 (X-of-N): 4.933478461238703
X_of_N_30 (X-of-N): 4.844068735632547
X_of_N_5 (X-of-N): 2.575805701117793
X_of_N_7 (X-of-N): 2.071024934057414
X_of_N_24 (X-of-N): 1.886264105590984
REACTOME....Metabolism (X-of-N): 1.8240097100693633
X_of_N_8 (X-of-N): 1.295365667506013
WikiPathways.23....Ciliary.landscape (X-of-N): 1.2156685024092435
REACTOME.9....Transport.of.small.molecules (X-of-N): 1.125601376575021
X_of_N_10 (X-of-N): 1.1109345499183558
X_of_N_32 (X-of-N): 1.0353141082001536
SMPDB.44....Disulfiram.Action.Pathway (X-of-N): 0.9847515497190259
X_of_N_21 (X-of-N): 0.8013848678846416
X_of_N_29 (X-of-N): 0.6754946489667717
X_of_N_26 (X-of-N): 0.6679067470219485
X_of_N_3 (X-of-N): 0.634546547143794
OntoCancro....Expanded.Apoptosis (X-of-N): 0.6306901686688993
SignaLink2.0.2....RTK.non.core. (X-of-N): 0.6012731173718304
X_of_N_2 (X-of-N): 0.5860193488717813
X_of_N_1 (X-of-N): 0.562835924018589
REACTOME.42....MAPK.family.signaling.cascades (X-of-N): 0.549649755457769
X_of_N_15 (X-of-N): 0.4647382374616128
X_of_N_23 (X-of-N): 0.4612460139603229
systems.biology.org.1....beta_cell_v2.3 (X-of-N): 0.4542895778865043
X_of_N_22 (X-of-N): 0.44820654071475485
ACSN2.22....ER_STRESS (X-of-N): 0.4471180370783892
X_of_N_9 (X-of-N): 0.43070553037605624
KEGG.97....Lysosome (X-of-N): 0.41177928306425493
REACTOME.54....MAPK1.MAPK3.signaling (X-of-N): 0.39822651528155395
INOH.8....Hedgehog (X-of-N): 0.395444474549427
ACSN2.1....WNT_NON_CANONICAL (X-of-N): 0.3726464973620462
REACTOME.56....RAF.MAP.kinase.cascade (X-of-N): 0.3638237981943821
Panther_Pathway.47....TCA_cycle (X-of-N): 0.3605804798164212
REACTOME.275....PKA.activation (X-of-N): 0.3212827756151198
REACTOME.74....Metabolism.of.vitamins.and.cofactors (X-of-N): 0.29267216187163175
REACTOME.11....Infectious.disease (X-of-N): 0.29031264492220527
X_of_N_13 (X-of-N): 0.2779675870617721
X_of_N_17 (X-of-N): 0.27404264029643643
REACTOME.22....Neutrophil.degranulation (X-of-N): 0.25472779462248213
X_of_N_27 (X-of-N): 0.25409318403897896
KEGG.179....Phenylalanine.metabolism (X-of-N): 0.24881444828339816
WikiPathways.56....DNA.IR.damage.and.cellular.response.via.ATR (X-of-N): 0.24569605873131273
REACTOME.51....Signaling.by.Hedgehog (X-of-N): 0.23922971959726475
ACSN2.21....CORE (X-of-N): 0.2334061097155646
KEGG.30....Longevity.regulating.pathway...multiple.species (X-of-N): 0.231384727766897
INOH.25....GPCR.Dopamine.D1like.receptor (X-of-N): 0.22277673236313253
KEGG.70....Hepatitis.B (X-of-N): 0.2214446481467693
KEGG.28....Endocytosis (X-of-N): 0.21826789857537704
====================
Fold 9
X_of_N_35 (X-of-N): 33.19228956915513
X_of_N_6 (X-of-N): 6.195050975785086
X_of_N_20 (X-of-N): 6.047888446725048
X_of_N_34 (X-of-N): 4.3398040865275975
X_of_N_12 (X-of-N): 2.50842090053041
X_of_N_5 (X-of-N): 2.1596996421879333
X_of_N_11 (X-of-N): 1.688229387580848
X_of_N_13 (X-of-N): 1.590923636944677
X_of_N_23 (X-of-N): 1.4347954220887986
X_of_N_15 (X-of-N): 1.3347845855931195
IPAVS.17....perk (X-of-N): 1.2720597012722217
REACTOME.1....Metabolism.of.proteins (X-of-N): 1.2465098043635525
REACTOME....Metabolism (X-of-N): 1.1997222645114247
SMPDB.112....Acetaminophen.Metabolism.Pathway (X-of-N): 0.9455749058375832
X_of_N_22 (X-of-N): 0.9127768573488958
REACTOME.235....Ion.homeostasis (X-of-N): 0.7083340506921284
X_of_N_33 (X-of-N): 0.6231680892430753
X_of_N_1 (X-of-N): 0.6081395550958368
REACTOME.20....Cell.Cycle (X-of-N): 0.6011103357217192
X_of_N_9 (X-of-N): 0.5351003305604634
KEGG.100....Wnt.signaling (X-of-N): 0.5294549848206138
PharmGKB.6....Doxorubicin_Pathway_Cardiomyocyte_Cell_Pharmacodynamics (X-of-N): 0.51721953474571
X_of_N_28 (X-of-N): 0.4562568629047649
X_of_N_21 (X-of-N): 0.4436720089136384
X_of_N_7 (X-of-N): 0.4214413415743306
REACTOME.11....Infectious.disease (X-of-N): 0.3964878407185353
ACSN2.22....ER_STRESS (X-of-N): 0.3910767574968451
OntoCancro....Expanded.Apoptosis (X-of-N): 0.3910315794844324
KEGG.10....Alzheimer.disease (X-of-N): 0.3768334037820147
WikiPathways.44....Chromosomal.and.microsatellite.instability.in.colorectal.cancer (X-of-N): 0.3656146195618636
KEGG.158....Tryptophan.metabolism (X-of-N): 0.34787424722710225
KEGG.1....Thermogenesis (X-of-N): 0.3476931777945928
REACTOME.74....Metabolism.of.vitamins.and.cofactors (X-of-N): 0.3452288167560039
X_of_N_25 (X-of-N): 0.33827502209173094
REACTOME.42....MAPK.family.signaling.cascades (X-of-N): 0.3348627584903469
SMPDB.44....Disulfiram.Action.Pathway (X-of-N): 0.33182779305403204
X_of_N_27 (X-of-N): 0.32763017719518495
REACTOME.71....Fatty.acid.metabolism (X-of-N): 0.32502809486177825
X_of_N_4 (X-of-N): 0.3202975179167605
EHMN....Purine.metabolism (X-of-N): 0.30224612758547514
KEGG.92....Osteoclast.differentiation (X-of-N): 0.2989279139704721
BioCarta.69....er.associated.degradation..erad. (X-of-N): 0.29887051378313834
KEGG.24....Insulin.resistance (X-of-N): 0.2915555429471737
WikiPathways.62....T.Cell.antigen.Receptor..TCR...Signaling (X-of-N): 0.28962863477669937
WikiPathways.3....MAPK.Signaling (X-of-N): 0.28535493448824245
WikiPathways.21....Electron.Transport.Chain..OXPHOS.system.in.mitochondria. (X-of-N): 0.2847626783516268
EHMN.5....Arachidonic.acid.metabolism (X-of-N): 0.2689962534512998
X_of_N_31 (X-of-N): 0.2686626876244176
REACTOME.54....MAPK1.MAPK3.signaling (X-of-N): 0.25737822980349995
PharmGKB....VEGF_Signaling_Pathway (X-of-N): 0.2572106752727142
====================
Fold 0
X_of_N_28 (X-of-N): 10.606676147273555
X_of_N_1 (X-of-N): 9.674034445935602
X_of_N_12 (X-of-N): 8.268147888335253
X_of_N_16 (X-of-N): 5.34903748628189
X_of_N_40 (X-of-N): 5.024848798481085
X_of_N_30 (X-of-N): 4.10620142266844
X_of_N_13 (X-of-N): 3.81944897916152
X_of_N_23 (X-of-N): 3.297519811545584
X_of_N_9 (X-of-N): 2.9803214293351963
X_of_N_2 (X-of-N): 2.8952116983562095
X_of_N_33 (X-of-N): 2.7680064310404253
X_of_N_27 (X-of-N): 2.7107374385039735
X_of_N_20 (X-of-N): 2.500700120977787
X_of_N_4 (X-of-N): 2.4282050325298954
X_of_N_22 (X-of-N): 2.391375435903708
X_of_N_36 (X-of-N): 2.1152338148724827
X_of_N_24 (X-of-N): 2.103449584513813
X_of_N_25 (X-of-N): 2.065918746418219
X_of_N_18 (X-of-N): 2.062805502364102
X_of_N_35 (X-of-N): 1.8592083582120926
X_of_N_34 (X-of-N): 1.8174232990047958
X_of_N_6 (X-of-N): 1.7653929961946386
X_of_N_5 (X-of-N): 1.5242524805040836
X_of_N_8 (X-of-N): 1.4764212375656354
X_of_N_10 (X-of-N): 1.3959120967672585
X_of_N_31 (X-of-N): 1.2021515952922237
X_of_N_37 (X-of-N): 1.101048832276995
X_of_N_15 (X-of-N): 1.0570025201480882
X_of_N_38 (X-of-N): 1.0309581652279993
X_of_N_11 (X-of-N): 1.0227526186482492
X_of_N_19 (X-of-N): 0.9294550995462665
X_of_N_21 (X-of-N): 0.8859214425345183
X_of_N_14 (X-of-N): 0.8344461427629555
X_of_N_39 (X-of-N): 0.8303358382878127
X_of_N_7 (X-of-N): 0.8194186348581521
X_of_N_3 (X-of-N): 0.7590591939826525
X_of_N_17 (X-of-N): 0.7261842007892827
X_of_N_32 (X-of-N): 0.6755899714089342
X_of_N_26 (X-of-N): 0.6165798660524696
X_of_N_29 (X-of-N): 0.5026051954361489
====================
Fold 1
X_of_N_15 (X-of-N): 11.63284893847473
X_of_N_13 (X-of-N): 7.922060037834081
X_of_N_48 (X-of-N): 5.661820728831221
X_of_N_43 (X-of-N): 4.233212456354239
X_of_N_26 (X-of-N): 3.68774505741759
X_of_N_2 (X-of-N): 3.565295749265556
X_of_N_5 (X-of-N): 3.2920062779994606
X_of_N_25 (X-of-N): 3.287206914490877
X_of_N_39 (X-of-N): 3.260712814335262
X_of_N_1 (X-of-N): 2.985155172277523
X_of_N_42 (X-of-N): 2.8219193170632493
X_of_N_27 (X-of-N): 2.712990444694351
X_of_N_24 (X-of-N): 2.3803628566710766
X_of_N_45 (X-of-N): 2.3039578785139505
X_of_N_9 (X-of-N): 2.26834883638493
X_of_N_29 (X-of-N): 2.2478756671600144
X_of_N_47 (X-of-N): 1.9354827790610734
X_of_N_19 (X-of-N): 1.8861958598269848
X_of_N_41 (X-of-N): 1.7552239158857172
X_of_N_33 (X-of-N): 1.715661765366692
X_of_N_14 (X-of-N): 1.6407128376669016
X_of_N_49 (X-of-N): 1.565400455596597
X_of_N_21 (X-of-N): 1.5085170975920024
X_of_N_16 (X-of-N): 1.5082438863398122
X_of_N_7 (X-of-N): 1.3885470117821979
X_of_N_44 (X-of-N): 1.3654892206206666
X_of_N_8 (X-of-N): 1.2723972552236031
X_of_N_3 (X-of-N): 1.260360719271458
X_of_N_20 (X-of-N): 1.2306713065957413
X_of_N_35 (X-of-N): 1.2118148149055998
X_of_N_28 (X-of-N): 1.1889913898644595
X_of_N_17 (X-of-N): 1.159086718184165
X_of_N_34 (X-of-N): 1.1250795097600506
X_of_N_40 (X-of-N): 1.0708151351259927
X_of_N_6 (X-of-N): 1.0016177252724565
X_of_N_11 (X-of-N): 0.9915756416558257
X_of_N_23 (X-of-N): 0.9914264507937819
X_of_N_38 (X-of-N): 0.9032452156930665
X_of_N_46 (X-of-N): 0.8699291733482649
X_of_N_32 (X-of-N): 0.7472288012558681
X_of_N_30 (X-of-N): 0.6577560480153872
X_of_N_10 (X-of-N): 0.6555773989395182
X_of_N_36 (X-of-N): 0.6023842947473598
X_of_N_4 (X-of-N): 0.5296301343275993
X_of_N_18 (X-of-N): 0.527767061135486
X_of_N_22 (X-of-N): 0.44574751832259674
X_of_N_12 (X-of-N): 0.3880173313675583
X_of_N_37 (X-of-N): 0.3435830454966419
X_of_N_31 (X-of-N): 0.29230333319080387
====================
Fold 2
X_of_N_15 (X-of-N): 18.660750188215182
X_of_N_23 (X-of-N): 9.29025598503317
X_of_N_31 (X-of-N): 6.698139066694482
X_of_N_24 (X-of-N): 5.990326605030378
X_of_N_4 (X-of-N): 5.013157912144993
X_of_N_18 (X-of-N): 3.782377380488023
X_of_N_32 (X-of-N): 3.6526656315357346
X_of_N_5 (X-of-N): 3.4244549367196773
X_of_N_36 (X-of-N): 3.3895124520598365
X_of_N_22 (X-of-N): 2.82226612036441
X_of_N_7 (X-of-N): 2.576609395306211
X_of_N_3 (X-of-N): 2.531109974205826
X_of_N_17 (X-of-N): 2.0822700523361974
X_of_N_34 (X-of-N): 1.9212445854027314
X_of_N_33 (X-of-N): 1.7600239175010994
X_of_N_9 (X-of-N): 1.6562476827195654
X_of_N_19 (X-of-N): 1.6427081569429292
X_of_N_2 (X-of-N): 1.6236838781375191
X_of_N_27 (X-of-N): 1.6157355926438237
X_of_N_6 (X-of-N): 1.5933854128617524
X_of_N_25 (X-of-N): 1.483055154571292
X_of_N_26 (X-of-N): 1.4821120520618214
X_of_N_39 (X-of-N): 1.466102652329965
X_of_N_21 (X-of-N): 1.4127012850036058
X_of_N_37 (X-of-N): 1.2674801445366612
X_of_N_11 (X-of-N): 1.053230814677854
X_of_N_16 (X-of-N): 1.0498380315162636
X_of_N_10 (X-of-N): 1.0073736137407434
X_of_N_29 (X-of-N): 0.9399115210293523
X_of_N_20 (X-of-N): 0.8944390692523284
X_of_N_12 (X-of-N): 0.8699979841605304
X_of_N_30 (X-of-N): 0.8364571867252617
X_of_N_14 (X-of-N): 0.8267770488033788
X_of_N_35 (X-of-N): 0.8117115874736345
X_of_N_8 (X-of-N): 0.6092836391969741
X_of_N_13 (X-of-N): 0.591055995696237
X_of_N_1 (X-of-N): 0.5760470660667121
X_of_N_28 (X-of-N): 0.5602036337487708
X_of_N_38 (X-of-N): 0.5352965930650893
====================
Fold 3
X_of_N_41 (X-of-N): 13.003060084409102
X_of_N_4 (X-of-N): 11.213433642519522
X_of_N_31 (X-of-N): 8.066055091369595
X_of_N_38 (X-of-N): 5.5675308898474976
X_of_N_3 (X-of-N): 4.2912681729387705
X_of_N_36 (X-of-N): 4.251331462788796
X_of_N_8 (X-of-N): 3.63352419184783
X_of_N_14 (X-of-N): 3.2856525504469087
X_of_N_42 (X-of-N): 3.1119335695872636
X_of_N_18 (X-of-N): 2.9942544167444303
X_of_N_26 (X-of-N): 2.778412376268463
X_of_N_33 (X-of-N): 2.528208776026225
X_of_N_2 (X-of-N): 2.474810064262615
X_of_N_9 (X-of-N): 2.353291745254297
X_of_N_21 (X-of-N): 1.9883504370799128
X_of_N_40 (X-of-N): 1.819704516291575
X_of_N_11 (X-of-N): 1.7239765768714694
X_of_N_32 (X-of-N): 1.6096091047324441
X_of_N_6 (X-of-N): 1.5890906234672382
X_of_N_30 (X-of-N): 1.5437413645911842
X_of_N_28 (X-of-N): 1.4037960000339205
X_of_N_20 (X-of-N): 1.3739183781115796
X_of_N_1 (X-of-N): 1.3581841972802362
X_of_N_29 (X-of-N): 1.2540105057016546
X_of_N_10 (X-of-N): 1.2343709819358204
X_of_N_35 (X-of-N): 1.2240918472140068
X_of_N_19 (X-of-N): 1.2127852519249245
X_of_N_23 (X-of-N): 1.1240604006598311
X_of_N_27 (X-of-N): 1.0474437582921126
X_of_N_25 (X-of-N): 0.9461679015106035
X_of_N_39 (X-of-N): 0.9339527048867566
X_of_N_5 (X-of-N): 0.8953215411825651
X_of_N_15 (X-of-N): 0.8622953906135867
X_of_N_16 (X-of-N): 0.7540782766443791
X_of_N_17 (X-of-N): 0.753634376594612
X_of_N_12 (X-of-N): 0.7469394051256311
X_of_N_22 (X-of-N): 0.7271338903153032
X_of_N_13 (X-of-N): 0.5636491455765639
X_of_N_24 (X-of-N): 0.5396563383085126
X_of_N_7 (X-of-N): 0.48787359139420455
X_of_N_34 (X-of-N): 0.3700416337843866
X_of_N_37 (X-of-N): 0.35935482556366477
====================
Fold 4
X_of_N_10 (X-of-N): 14.30566794849742
X_of_N_9 (X-of-N): 9.472715608803409
X_of_N_17 (X-of-N): 6.698793919797203
X_of_N_34 (X-of-N): 6.394358200562364
X_of_N_33 (X-of-N): 5.578345958321808
X_of_N_28 (X-of-N): 5.477923028233384
X_of_N_37 (X-of-N): 4.898232225551246
X_of_N_32 (X-of-N): 3.823796643774584
X_of_N_39 (X-of-N): 3.5544312953947093
X_of_N_29 (X-of-N): 3.1199274763357554
X_of_N_15 (X-of-N): 2.8890915462359703
X_of_N_1 (X-of-N): 2.828825445348381
X_of_N_8 (X-of-N): 2.5453550878113584
X_of_N_36 (X-of-N): 2.4005322871571733
X_of_N_13 (X-of-N): 2.2408508681224437
X_of_N_6 (X-of-N): 1.8031986975148648
X_of_N_7 (X-of-N): 1.5937871929895224
X_of_N_4 (X-of-N): 1.498391084097941
X_of_N_24 (X-of-N): 1.4327412000764133
X_of_N_2 (X-of-N): 1.373645452576284
X_of_N_19 (X-of-N): 1.2071925254339895
X_of_N_25 (X-of-N): 1.1718671799190807
X_of_N_38 (X-of-N): 1.1716549046282378
X_of_N_27 (X-of-N): 1.0599039344961607
X_of_N_35 (X-of-N): 0.9889195366784927
X_of_N_18 (X-of-N): 0.9856800086626659
X_of_N_5 (X-of-N): 0.9780040502491444
X_of_N_26 (X-of-N): 0.913445339974277
X_of_N_31 (X-of-N): 0.8830095779677609
X_of_N_16 (X-of-N): 0.8226649903731377
X_of_N_11 (X-of-N): 0.8050326133480453
X_of_N_20 (X-of-N): 0.7846593982468241
X_of_N_30 (X-of-N): 0.7233986373917803
X_of_N_3 (X-of-N): 0.6606102603687193
X_of_N_12 (X-of-N): 0.6548657747014764
X_of_N_23 (X-of-N): 0.6122689494172435
X_of_N_14 (X-of-N): 0.5685061504074578
X_of_N_21 (X-of-N): 0.5650961814939814
X_of_N_22 (X-of-N): 0.5126088190392691
====================
Fold 5
X_of_N_9 (X-of-N): 6.485838816713169
X_of_N_26 (X-of-N): 5.07868284507532
X_of_N_6 (X-of-N): 4.74695904086255
X_of_N_3 (X-of-N): 4.457254092086186
X_of_N_41 (X-of-N): 4.228187691113243
X_of_N_15 (X-of-N): 4.186471901023057
X_of_N_21 (X-of-N): 4.0901861175397825
X_of_N_25 (X-of-N): 3.9776673645544904
X_of_N_38 (X-of-N): 3.465650640221269
X_of_N_29 (X-of-N): 3.2984684274135847
X_of_N_14 (X-of-N): 3.2231951841586834
X_of_N_16 (X-of-N): 3.1594346275099547
X_of_N_30 (X-of-N): 2.8580185208152393
X_of_N_24 (X-of-N): 2.8283936874072513
